GeneSymbol,Description,NormalizedCounts m01 ,NormalizedCounts m02,NormalizedCounts m03,NormalizedCounts m04,NormalizedCounts m05,NormalizedCounts m06,NormalizedCounts m07,NormalizedCounts m08,NormalizedCounts m09,NormalizedCounts m10,NormalizedCounts v01,NormalizedCounts v02,NormalizedCounts v03,NormalizedCounts v04,NormalizedCounts v05,NormalizedCounts v06,NormalizedCounts v07,NormalizedCounts v08,NormalizedCounts v09,NormalizedCounts v10
ACD,"ACD, shelterin complex subunit and telomerase recruitment factor",252.49,313.38,201.65,288.29,291.51,234.29,207.63,283.78,245.87,236.50,243.23,281.85,233.51,327.78,310.21,200.60,191.61,303.82,321.22,189.00
ACE,angiotensin I converting enzyme,140.49,112.69,70.22,82.21,226.33,136.59,110.36,179.84,124.52,69.11,138.37,108.07,87.40,146.48,266.69,134.51,76.86,144.50,134.44,100.57
ACE2,angiotensin I converting enzyme 2,0.00,2.15,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,0.00,1.37,0.00,0.00,1.16,0.00,0.00,0.00,0.00
ACER1,alkaline ceramidase 1,14.74,27.90,8.10,9.87,19.34,6.98,8.17,28.03,16.88,18.36,15.47,12.97,9.56,19.46,18.52,12.76,19.49,16.67,17.85,36.41
ACER2,alkaline ceramidase 2,71.72,75.13,82.82,95.36,87.38,61.81,26.16,58.39,70.70,66.95,55.01,69.17,92.86,82.97,90.75,80.01,38.97,61.14,79.71,72.83
ACER3,alkaline ceramidase 3,155.23,93.37,180.95,95.36,107.44,95.71,152.05,150.65,181.50,95.03,128.06,106.34,180.25,90.14,112.97,155.38,143.44,123.20,139.20,140.45
ACHE,acetylcholinesterase (Cartwright blood group),1.96,1.07,0.90,3.29,1.43,3.99,0.82,0.00,1.06,5.40,0.00,7.78,0.00,1.02,1.85,4.64,0.00,0.93,0.00,0.00
ACIN1,apoptotic chromatin condensation inducer 1,2932.63,2812.90,2904.13,2824.76,2980.98,2818.51,2830.04,2717.47,2672.93,2901.67,2800.15,2552.22,2974.17,3145.69,2831.70,2927.87,2732.86,2895.60,2726.83,3036.15
ACKR2,atypical chemokine receptor 2,0.00,0.00,2.70,3.29,3.58,0.00,0.82,4.67,0.00,2.16,0.86,0.00,1.37,0.00,0.00,0.00,1.62,0.00,8.33,3.47
ACKR3,atypical chemokine receptor 3,54.04,62.25,54.91,73.44,32.23,37.89,39.24,45.54,37.99,64.79,84.23,63.11,72.37,64.53,46.30,44.06,47.63,49.09,54.73,32.95
ACKR4,atypical chemokine receptor 4,42.25,27.90,31.51,40.56,26.50,34.89,16.35,30.36,34.82,25.92,28.36,33.72,45.06,21.51,19.45,53.34,46.55,38.90,42.83,71.09
ACLY,ATP citrate lyase,1938.39,1736.46,1726.63,1585.02,1791.31,1964.09,2448.29,1843.95,2084.10,2106.87,1759.34,1742.98,1552.63,1784.36,1745.51,1749.77,1916.63,1650.66,1966.60,1664.60
ACMSD,aminocarboxymuconate semialdehyde decarboxylase,14.74,20.39,10.80,38.36,10.74,15.95,8.17,16.35,10.55,22.68,12.89,14.70,21.85,28.68,12.96,8.12,10.83,18.53,20.23,24.28
ACN9,NA,63.86,61.17,84.62,70.15,94.54,53.84,44.96,73.57,67.54,52.91,64.46,83.86,79.20,63.51,100.01,64.94,59.00,59.28,59.49,60.69
ACO1,aconitase 1,443.09,419.63,497.82,436.26,417.57,468.59,412.00,526.68,426.32,490.27,478.72,366.58,648.64,447.63,405.59,492.81,418.94,650.26,381.90,582.61
ACO2,aconitase 2,938.25,1064.63,1037.96,960.22,992.71,1033.89,1187.77,1025.33,1103.78,1113.37,1045.12,1027.98,958.62,1056.07,993.60,972.87,1035.44,1004.10,1058.85,938.07
ACOT1,acyl-CoA thioesterase 1,8.84,6.44,15.30,15.35,21.49,0.00,14.71,14.01,27.44,18.36,1.72,7.78,6.83,6.15,15.74,3.48,8.66,3.71,23.79,6.94
ACOT11,acyl-CoA thioesterase 11,20.63,24.68,26.11,27.40,17.19,7.98,20.44,19.85,27.44,21.60,6.88,17.29,16.39,28.68,19.45,17.39,33.02,30.57,19.04,34.68
ACOT12,acyl-CoA thioesterase 12,0.00,1.07,5.40,4.38,0.00,1.00,0.00,2.34,1.06,0.00,0.00,2.59,2.73,3.07,3.70,2.32,1.08,6.48,3.57,8.67
ACOT13,acyl-CoA thioesterase 13,274.11,236.11,304.28,328.84,309.41,295.11,313.90,301.29,375.67,312.09,273.31,269.75,309.98,243.79,314.84,301.48,362.65,348.29,333.12,412.68
ACOT2,acyl-CoA thioesterase 2,104.14,104.10,72.92,87.69,126.06,145.56,139.79,116.78,148.79,129.59,106.57,124.50,69.64,99.36,135.20,105.52,123.41,114.86,196.30,86.70
ACOT4,acyl-CoA thioesterase 4,26.53,23.61,4.50,4.38,14.32,10.97,17.17,10.51,14.77,21.60,15.47,20.75,12.29,8.19,7.41,13.91,12.99,15.75,13.09,15.61
ACOT7,acyl-CoA thioesterase 7,152.28,89.08,78.32,55.90,106.00,72.78,199.46,59.56,115.02,122.03,152.13,84.73,53.26,62.48,87.97,59.14,108.79,35.20,101.13,67.62
ACOT8,acyl-CoA thioesterase 8,168.98,144.88,166.54,180.86,185.51,192.42,210.09,156.49,163.56,172.78,149.55,145.25,152.94,189.50,188.90,143.78,197.56,171.36,179.65,109.24
ACOT9,acyl-CoA thioesterase 9,211.23,209.28,91.82,175.38,256.41,297.11,326.98,191.52,218.44,207.34,239.79,214.41,79.20,152.62,253.72,222.63,303.65,167.66,215.34,140.45
ACOX1,acyl-CoA oxidase 1,616.00,533.39,589.65,647.82,640.32,682.94,793.75,679.66,643.70,669.53,632.57,540.36,562.61,665.81,584.31,642.39,719.88,612.28,634.12,702.25
ACOX2,acyl-CoA oxidase 2,5.89,0.00,1.80,2.19,2.15,1.99,1.63,1.17,1.06,2.16,5.16,1.73,9.56,4.10,2.78,0.00,0.54,1.85,1.19,0.00
ACOX3,"acyl-CoA oxidase 3, pristanoyl",287.86,289.77,238.56,221.42,288.64,314.05,277.12,177.51,270.14,239.74,256.98,228.25,249.90,301.15,249.09,267.86,244.65,281.59,291.48,251.42
ACOXL,acyl-CoA oxidase like,2.95,0.00,0.00,1.10,1.43,1.99,4.90,1.17,5.28,4.32,1.72,3.46,0.00,1.02,0.00,2.32,0.00,1.85,0.00,3.47
ACP1,acid phosphatase 1,610.11,555.93,469.02,596.30,570.13,574.27,649.88,539.52,575.11,604.74,648.90,689.06,461.56,503.97,624.12,568.18,642.48,587.27,585.34,504.58
ACP2,"acid phosphatase 2, lysosomal",238.74,266.16,228.66,231.29,264.29,307.08,309.00,245.24,271.20,231.10,223.46,285.31,214.39,260.18,247.24,250.46,245.74,241.76,274.82,183.80
ACP5,"acid phosphatase 5, tartrate resistant",379.23,305.87,227.76,313.50,310.13,425.72,734.08,249.91,393.61,420.08,336.91,257.64,137.92,353.39,310.21,371.06,562.38,270.48,299.81,218.48
ACP6,"acid phosphatase 6, lysophosphatidic",219.09,275.82,261.07,294.86,343.08,389.83,178.21,203.20,295.47,200.86,252.68,244.67,285.40,372.85,314.84,390.77,198.64,188.04,279.58,305.18
ACPP,"acid phosphatase, prostate",1.96,0.00,0.90,0.00,0.00,2.99,0.00,0.00,2.11,1.08,0.00,0.00,4.10,0.00,0.00,0.00,2.71,2.78,0.00,0.00
ACPT,NA,33.40,53.66,42.31,20.83,40.11,24.92,31.06,37.37,35.88,57.23,25.78,49.28,36.87,50.19,29.63,25.51,21.11,33.35,27.36,52.02
ACR,acrosin,0.98,0.00,0.00,0.00,0.72,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACRBP,acrosin binding protein,23.58,24.68,28.81,14.25,21.49,25.92,24.52,25.69,14.77,28.08,24.92,17.29,35.50,15.36,25.00,25.51,22.19,28.72,13.09,22.54
ACRC,NA,136.56,124.49,167.44,95.36,159.00,129.61,116.90,110.94,112.91,152.26,146.97,146.11,191.18,120.87,132.42,149.58,133.15,138.02,129.68,227.15
ACRV1,acrosomal vesicle protein 1,10.81,1.07,6.30,1.10,1.43,5.98,5.72,0.00,2.11,7.56,0.00,0.00,0.00,1.02,0.93,0.00,8.12,2.78,1.19,1.73
ACSBG1,acyl-CoA synthetase bubblegum family member 1,197.47,135.23,170.14,189.63,135.37,145.56,161.04,176.34,181.50,140.39,193.38,157.35,195.27,155.70,135.20,149.58,147.22,147.28,151.09,171.66
ACSBG2,acyl-CoA synthetase bubblegum family member 2,16.70,20.39,4.50,12.06,8.59,17.95,10.63,3.50,8.44,9.72,18.91,11.24,36.87,16.39,32.41,13.91,8.66,16.67,8.33,12.14
ACSF2,acyl-CoA synthetase family member 2,106.11,99.81,88.22,80.02,130.36,113.66,144.69,113.28,127.68,123.11,113.45,126.23,96.95,96.29,112.97,140.31,138.02,100.04,129.68,93.63
ACSF3,acyl-CoA synthetase family member 3,860.63,780.23,674.27,603.97,567.98,634.09,640.89,727.54,570.89,679.25,758.05,703.76,775.63,714.98,660.24,569.34,535.31,750.30,592.48,702.25
ACSL1,acyl-CoA synthetase long chain family member 1,301.61,243.62,236.76,282.80,350.24,347.95,403.82,297.79,398.88,304.53,290.50,329.40,243.07,295.00,302.80,313.08,462.78,219.53,315.27,277.43
ACSL3,acyl-CoA synthetase long chain family member 3,590.46,637.49,657.16,648.92,421.86,494.51,591.02,696.01,584.60,633.90,645.46,643.24,681.41,502.94,536.15,528.76,669.01,653.96,577.01,615.55
ACSL4,acyl-CoA synthetase long chain family member 4,797.75,642.86,644.56,951.45,793.59,914.25,1669.25,727.54,961.33,1206.24,806.18,638.05,589.92,643.27,666.72,843.00,1577.25,635.44,832.80,773.34
ACSL5,acyl-CoA synthetase long chain family member 5,1028.63,799.55,776.89,966.80,875.96,1033.89,1425.65,954.09,1213.53,1047.49,1022.77,776.39,740.13,868.62,828.77,907.93,1218.39,859.60,1152.83,879.11
ACSL6,acyl-CoA synthetase long chain family member 6,655.30,262.94,492.42,412.15,411.12,389.83,327.80,523.17,301.80,287.25,611.94,383.87,512.08,449.68,469.48,467.30,453.58,506.68,380.71,355.46
ACSM1,acyl-CoA synthetase medium chain family member 1,21.61,3.22,13.50,1.10,5.73,4.98,1.63,12.85,9.50,4.32,15.47,15.56,10.92,2.05,13.89,2.32,3.79,9.26,8.33,10.40
ACSM3,acyl-CoA synthetase medium chain family member 3,35.37,65.47,69.32,58.10,48.70,50.85,57.22,77.07,45.38,77.75,88.53,46.69,96.95,44.05,61.12,74.21,52.50,67.62,78.52,50.28
ACSM6,acyl-CoA synthetase medium chain family member 6,0.00,1.07,0.00,1.10,0.00,3.99,1.63,2.34,1.06,1.08,0.00,3.46,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACSS1,acyl-CoA synthetase short chain family member 1,886.18,872.52,804.80,857.18,1014.91,1048.84,1113.38,966.94,883.24,937.35,937.68,798.86,777.00,1009.98,1118.61,985.62,1062.51,1040.23,898.24,849.64
ACSS2,acyl-CoA synthetase short chain family member 2,362.53,326.26,398.80,360.63,277.90,268.19,291.83,266.26,308.13,296.97,378.17,370.90,391.91,434.31,314.84,263.22,283.08,339.02,277.20,345.06
ACTA1,"actin, alpha 1, skeletal muscle",0.98,3.22,0.00,0.00,3.58,6.98,1.63,0.00,2.11,4.32,2.58,7.78,0.00,0.00,3.70,8.12,1.08,2.78,1.19,6.94
ACTA2,"actin, alpha 2, smooth muscle, aorta",171.93,148.10,132.33,219.23,153.99,213.36,213.36,195.02,203.66,197.62,149.55,113.26,158.40,231.50,140.75,222.63,177.54,183.41,220.10,336.39
ACTB,actin beta,31221.47,25189.45,23989.21,25053.41,29680.90,35986.64,53330.17,26915.43,36978.87,47097.30,29170.41,24285.82,17524.09,24254.86,26821.56,28792.90,38173.92,22376.49,32611.30,27205.74
ACTC1,"actin, alpha, cardiac muscle 1",0.00,1.07,0.00,0.00,0.00,1.00,0.82,0.00,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACTG1,actin gamma 1,14358.60,11455.51,10255.37,13296.20,13268.31,17622.93,28874.27,11713.02,17668.98,19556.83,13738.63,10018.66,7150.02,12153.55,11853.71,13726.80,20751.09,9637.17,15396.11,9710.14
ACTG2,"actin, gamma 2, smooth muscle, enteric",0.98,0.00,1.80,2.19,7.16,0.00,0.00,3.50,0.00,1.08,0.00,0.00,0.00,0.00,0.93,1.16,3.79,0.93,0.00,0.00
ACTL10,actin like 10,65.82,75.13,53.11,46.04,113.17,105.68,74.39,74.74,84.42,70.19,72.20,35.45,68.28,95.26,105.56,64.94,59.54,73.18,76.14,62.42
ACTL6A,actin like 6A,359.58,430.36,371.79,373.78,403.24,432.70,470.04,406.39,387.27,471.91,443.49,400.30,330.46,375.93,393.55,424.40,456.83,391.82,425.92,325.98
ACTL6B,actin like 6B,5.89,1.07,0.00,0.00,1.43,2.99,2.45,0.00,2.11,0.00,0.00,1.73,0.00,0.00,1.85,0.00,1.08,3.71,0.00,1.73
ACTL7A,actin like 7A,14.74,5.37,8.10,5.48,15.76,3.99,6.54,9.34,12.66,10.80,8.59,19.89,8.19,19.46,5.56,5.80,9.74,12.97,19.04,19.07
ACTL7B,actin like 7B,0.98,4.29,0.90,5.48,2.15,1.00,0.82,2.34,2.11,2.16,0.86,6.05,5.46,3.07,0.00,0.00,4.87,5.56,1.19,3.47
ACTL9,actin like 9,0.00,0.00,0.00,0.00,0.00,0.00,1.63,1.17,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.00,0.00,0.00
ACTN1,actinin alpha 1,2292.07,1635.58,2724.08,1103.81,1164.60,1209.36,914.74,1491.28,1314.83,1940.56,2197.66,1658.25,2755.68,1573.35,1347.33,1197.82,1051.14,1514.49,1501.42,2320.03
ACTN2,actinin alpha 2,0.00,2.15,0.00,1.10,0.72,0.00,0.00,0.00,0.00,1.08,0.86,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,1.73
ACTN4,actinin alpha 4,1616.14,1505.72,1143.29,1514.87,2591.35,2453.61,2412.32,1437.56,1952.20,1402.78,1395.78,1397.15,878.05,1690.13,2167.76,1926.02,1813.78,1281.99,1836.92,1196.43
ACTR10,actin related protein 10 homolog,306.53,319.82,304.28,327.75,289.36,333.99,354.78,311.80,322.90,394.16,336.05,305.19,320.90,339.05,287.99,318.88,431.39,330.69,372.38,296.51
ACTR1A,ARP1 actin related protein 1 homolog A,863.58,881.11,766.99,794.70,916.78,968.08,1093.76,822.13,880.07,815.32,856.89,798.00,712.82,885.01,921.37,888.22,862.24,790.13,910.13,740.40
ACTR1B,ARP1 actin related protein 1 homolog B,1003.09,1154.78,832.71,993.10,973.37,957.12,1122.37,978.62,1083.73,917.91,1015.89,1069.48,738.76,1272.20,1099.16,884.74,993.77,1000.40,1120.71,671.04
ACTR2,ARP2 actin related protein 2 homolog,2905.12,2322.44,2992.35,2476.18,2922.25,3268.16,3672.02,2405.67,3119.30,3117.65,2749.44,2458.84,2739.29,2035.32,2641.87,3004.41,3459.78,2321.29,2929.08,3095.11
ACTR3,ARP3 actin related protein 3 homolog,3382.60,2837.58,3114.78,3206.21,2996.02,3329.97,4988.13,3063.14,3759.83,4386.52,3771.35,2847.90,2761.14,2376.42,2663.17,3077.46,4569.37,2820.57,3532.27,3662.11
ACTR3B,ARP3 actin related protein 3 homolog B,74.67,92.30,62.12,87.69,70.91,51.84,73.57,81.75,68.59,60.47,85.09,82.13,107.88,70.68,66.67,82.33,74.69,93.56,61.87,123.11
ACTR3C,ARP3 actin related protein 3 homolog C,88.42,51.51,63.92,52.61,83.08,91.72,89.92,70.07,84.42,52.91,101.42,54.47,64.18,61.46,67.60,68.41,101.22,94.48,86.85,81.50
ACTR5,ARP5 actin related protein 5 homolog,236.77,353.09,243.96,288.29,227.05,268.19,151.23,249.91,175.17,218.14,251.82,342.37,263.55,364.66,220.39,259.74,199.19,238.06,208.20,232.35
ACTR6,ARP6 actin related protein 6 homolog,245.61,294.06,297.97,251.02,227.05,237.29,276.30,253.41,274.36,281.85,281.05,301.74,243.07,198.72,214.83,257.42,318.81,276.04,274.82,220.21
ACTR8,ARP8 actin related protein 8 homolog,382.18,486.17,519.43,480.11,518.56,521.43,528.08,449.60,475.91,363.92,389.34,400.30,479.31,455.82,501.89,437.15,534.77,392.75,498.49,364.13
ACTRT3,actin related protein T3,3.93,10.73,1.80,0.00,4.30,3.99,6.54,4.67,1.06,4.32,1.72,12.10,1.37,1.02,2.78,4.64,2.71,10.19,3.57,3.47
ACVR1,activin A receptor type 1,303.58,294.06,338.48,366.11,413.27,395.81,357.23,307.13,364.06,348.80,325.74,326.81,357.77,393.34,346.32,366.42,353.45,319.57,280.77,492.44
ACVR1B,activin A receptor type 1B,183.72,226.45,229.56,199.50,160.44,178.46,107.90,209.04,159.34,235.42,165.88,220.47,237.61,236.62,173.16,185.53,108.79,197.30,185.60,223.68
ACVR1C,activin A receptor type 1C,189.61,139.52,216.05,173.19,143.96,175.47,66.21,140.14,134.02,113.39,250.97,119.31,225.32,228.42,140.75,146.10,136.40,131.53,146.34,147.39
ACVR2A,activin A receptor type 2A,361.54,290.84,422.21,282.80,254.98,298.10,210.09,301.29,323.96,286.17,372.15,337.18,477.94,240.72,279.65,318.88,268.47,348.29,302.19,553.13
ACVR2B,activin A receptor type 2B,739.79,490.46,403.30,761.82,612.38,512.46,324.53,446.10,469.58,342.33,733.13,617.30,423.32,825.60,742.65,615.72,413.53,515.02,460.42,497.64
ACVRL1,activin A receptor like type 1,0.98,1.07,0.00,0.00,0.72,0.00,0.82,0.00,2.11,5.40,0.00,0.00,1.37,0.00,0.93,0.00,0.00,0.93,0.00,3.47
ACY1,aminoacylase 1,135.58,95.52,75.62,135.92,101.71,112.66,170.03,81.75,116.08,123.11,128.92,77.81,73.74,100.38,95.38,109.00,122.33,97.26,102.32,74.56
ACY3,aminoacylase 3,3.93,1.07,0.90,0.00,0.00,1.00,3.27,0.00,2.11,8.64,6.88,0.86,0.00,3.07,2.78,2.32,0.00,1.85,3.57,0.00
ACYP1,acylphosphatase 1,43.23,48.29,63.02,77.83,70.91,68.79,57.22,60.73,51.71,62.63,79.07,55.33,57.35,72.73,114.82,61.46,77.40,50.02,63.05,67.62
ACYP2,acylphosphatase 2,51.09,67.61,45.91,63.58,50.85,39.88,54.77,67.73,58.04,47.52,47.27,60.52,36.87,77.85,55.56,48.70,37.89,57.43,47.59,55.49
ADA,adenosine deaminase,298.67,273.67,245.76,244.44,277.18,410.76,445.51,365.52,294.41,356.36,238.93,293.09,221.22,260.18,261.13,321.20,328.01,369.59,268.88,195.94
ADAD1,adenosine deaminase domain containing 1,0.00,6.44,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,2.38,0.00
ADAD2,adenosine deaminase domain containing 2,6.88,11.81,12.60,6.58,2.15,5.98,1.63,3.50,7.39,4.32,8.59,4.32,8.19,1.02,0.93,0.00,1.08,6.48,7.14,5.20
ADAL,adenosine deaminase like,105.12,125.57,90.92,133.73,89.53,105.68,124.25,100.43,98.14,123.11,110.87,111.53,92.86,105.50,87.04,117.11,116.37,125.98,93.99,93.63
ADAM10,ADAM metallopeptidase domain 10,1933.47,1853.44,2132.63,1976.34,2460.99,2038.86,2049.37,1792.57,1987.02,1951.36,1958.73,2091.40,2213.56,1641.98,2215.92,2036.18,2200.79,1684.93,1890.46,2311.36
ADAM11,ADAM metallopeptidase domain 11,18.67,25.76,32.41,29.60,10.74,16.95,8.99,8.17,10.55,20.52,22.35,19.89,23.21,18.44,25.00,23.19,11.91,16.67,15.47,26.01
ADAM12,ADAM metallopeptidase domain 12,68.77,74.05,16.20,27.40,230.63,117.65,75.21,56.05,127.68,32.40,61.02,73.49,25.95,39.95,128.71,104.36,69.28,60.21,120.16,53.75
ADAM15,ADAM metallopeptidase domain 15,223.02,211.42,157.54,249.92,249.25,294.11,294.29,202.03,225.82,211.66,198.54,233.43,151.58,289.88,286.13,270.18,270.63,205.64,284.34,201.14
ADAM17,ADAM metallopeptidase domain 17,701.47,720.13,785.90,669.74,749.18,721.83,663.78,714.69,721.79,668.45,787.27,681.28,804.31,661.71,749.13,738.64,727.46,725.29,728.11,738.66
ADAM19,ADAM metallopeptidase domain 19,977.54,1085.02,561.74,1061.06,1754.07,2225.30,3557.58,1207.50,1818.18,1345.54,767.51,872.35,419.22,906.52,1358.44,1703.39,2371.83,1042.08,1440.75,896.45
ADAM20,ADAM metallopeptidase domain 20,59.93,92.30,126.03,43.85,62.31,93.72,33.52,65.40,68.59,51.83,55.87,85.59,181.62,39.95,45.37,158.86,44.38,75.96,52.35,162.99
ADAM21,ADAM metallopeptidase domain 21,12.77,16.10,24.31,8.77,15.76,69.79,7.36,25.69,9.50,20.52,8.59,29.40,55.99,12.29,7.41,73.05,7.04,25.94,5.95,57.22
ADAM22,ADAM metallopeptidase domain 22,116.91,148.10,163.84,208.27,247.82,165.50,109.54,165.83,182.56,98.27,152.13,164.27,185.71,205.89,240.76,180.89,176.45,197.30,170.13,228.88
ADAM23,ADAM metallopeptidase domain 23,150.32,272.60,304.28,431.88,398.23,249.25,127.52,265.09,156.18,204.10,179.63,328.54,326.37,535.72,423.18,332.79,179.70,262.14,183.22,414.42
ADAM28,ADAM metallopeptidase domain 28,1.96,2.15,0.90,5.48,4.30,2.99,5.72,8.17,21.10,12.96,6.88,5.19,2.73,11.27,14.82,13.91,9.20,14.82,24.98,8.67
ADAM29,ADAM metallopeptidase domain 29,0.00,3.22,0.00,5.48,3.58,2.99,2.45,2.34,0.00,0.00,0.00,1.73,0.00,3.07,1.85,3.48,0.54,0.93,0.00,0.00
ADAM30,ADAM metallopeptidase domain 30,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.86,1.37,0.00,0.00,1.16,0.00,0.00,0.00,0.00
ADAM32,ADAM metallopeptidase domain 32,0.98,0.00,0.90,0.00,0.00,0.00,0.00,1.17,1.06,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.54,3.71,0.00,1.73
ADAM7,ADAM metallopeptidase domain 7,3.93,0.00,2.70,0.00,2.15,0.00,0.82,0.00,0.00,2.16,0.00,0.86,6.83,0.00,0.00,0.00,1.62,0.93,0.00,0.00
ADAM8,ADAM metallopeptidase domain 8,992.28,761.98,586.95,686.18,1181.79,1359.91,1480.42,715.86,1176.60,859.59,955.73,684.74,471.11,804.09,1168.61,1011.13,1230.30,668.78,1136.18,646.76
ADAM9,ADAM metallopeptidase domain 9,49.12,72.98,47.71,66.86,52.29,75.77,107.09,31.53,62.26,61.55,55.87,63.98,32.77,58.39,58.34,63.78,109.34,44.46,67.81,32.95
ADAMDEC1,ADAM like decysin 1,5.89,2.15,0.00,3.29,2.15,1.00,1.63,0.00,4.22,2.16,3.44,4.32,0.00,1.02,4.63,6.96,2.17,2.78,2.38,0.00
ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,2.95,2.15,1.80,0.00,0.72,5.98,0.00,0.00,6.33,0.00,0.86,0.86,0.00,0.00,9.26,5.80,0.00,0.93,2.38,0.00
ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,466.67,442.16,383.50,297.05,390.35,341.97,202.73,380.70,320.79,355.28,464.11,494.54,396.01,385.14,438.00,351.34,240.86,432.58,416.40,504.58
ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,4.91,2.15,1.80,2.19,0.72,0.00,0.00,2.34,1.06,0.00,7.74,10.37,0.00,1.02,0.00,0.00,3.25,0.00,0.00,0.00
ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,35.37,32.20,35.11,10.96,31.51,39.88,44.14,37.37,34.82,17.28,41.25,30.26,54.62,23.56,33.34,40.58,25.98,25.94,34.50,26.01
ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14,0.00,0.00,0.00,2.19,7.16,1.99,6.54,0.00,2.11,1.08,2.58,0.86,0.00,2.05,2.78,1.16,3.79,0.00,2.38,1.73
ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,0.98,15.03,0.90,4.38,3.58,5.98,2.45,0.00,2.11,0.00,0.00,6.05,4.10,9.22,0.93,4.64,1.62,0.00,0.00,1.73
ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,4.91,6.44,2.70,8.77,3.58,4.98,0.82,11.68,3.17,5.40,8.59,6.05,4.10,9.22,8.33,1.16,6.50,1.85,5.95,13.87
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,199.44,75.13,122.43,109.61,83.08,85.74,55.59,102.77,142.46,115.55,160.72,89.05,118.80,135.21,89.82,125.23,79.57,118.57,140.39,194.20
ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,5.89,6.44,7.20,6.58,0.00,0.00,0.00,2.34,0.00,1.08,3.44,1.73,0.00,1.02,1.85,1.16,0.00,3.71,0.00,1.73
ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,1.37,1.02,0.00,0.00,0.00,0.93,0.00,0.00
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,3.93,1.07,2.70,0.00,0.00,1.99,0.00,1.17,0.00,0.00,7.74,0.00,1.37,0.00,0.00,0.00,1.08,0.00,0.00,0.00
ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,40.28,19.32,35.11,32.88,33.66,19.94,40.87,30.36,21.10,24.84,36.96,18.16,30.04,35.85,25.00,16.23,24.36,35.20,29.74,31.21
ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00
ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,96.28,65.47,114.33,64.67,89.53,35.89,77.66,98.10,28.49,41.04,91.10,42.36,121.53,49.17,68.52,33.63,93.10,91.70,26.17,72.83
ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,0.00,0.00,10.80,0.00,4.30,2.99,1.63,1.17,2.11,2.16,3.44,3.46,2.73,0.00,0.93,4.64,0.54,3.71,3.57,5.20
ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,4.91,1.07,0.90,0.00,2.86,5.98,4.09,4.67,14.77,3.24,2.58,5.19,6.83,7.17,5.56,3.48,0.00,4.63,7.14,10.40
ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00
ADAMTSL1,ADAMTS like 1,0.00,0.00,0.00,2.19,0.72,0.00,0.00,2.34,0.00,1.08,0.00,0.86,1.37,4.10,0.93,3.48,2.71,2.78,1.19,3.47
ADAMTSL2,ADAMTS like 2,43.23,76.20,46.81,32.88,12.18,10.97,22.07,50.22,17.94,71.27,31.80,84.73,27.31,26.63,7.41,19.71,28.69,32.42,19.04,46.82
ADAMTSL3,ADAMTS like 3,0.00,0.00,0.00,0.00,0.00,0.00,4.09,0.00,1.06,2.16,2.58,1.73,0.00,0.00,1.85,0.00,2.71,0.00,0.00,0.00
